Date,Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
21/1/2007,16:12:00,0.818,0.062,239.670,3.600,0.000,0.000,0.0
15/2/2007,08:26:00,1.402,0.118,239.040,5.800,0.000,0.000,17.0
10/1/2007,02:13:00,0.368,0.240,245.120,1.800,0.000,2.000,0.0
23/2/2007,06:32:00,0.238,0.000,242.390,1.000,0.000,1.000,0.0
26/12/2006,15:21:00,2.350,0.000,245.070,9.600,0.000,0.000,19.0
19/12/2006,07:15:00,0.646,0.112,242.200,2.800,0.000,0.000,0.0
14/1/2007,15:39:00,1.600,0.168,241.740,6.600,1.000,0.000,18.0
12/1/2007,23:12:00,0.962,0.146,243.800,4.000,0.000,1.000,0.0
6/1/2007,02:21:00,0.354,0.192,244.690,1.600,0.000,0.000,0.0
10/1/2007,01:51:00,0.216,0.000,243.560,1.000,0.000,0.000,0.0
14/2/2007,16:38:00,2.546,0.284,239.970,11.200,0.000,21.000,0.0
15/2/2007,03:51:00,0.352,0.126,242.680,1.600,0.000,0.000,0.0
3/2/2007,04:01:00,2.486,0.224,241.410,10.200,0.000,0.000,0.0
7/3/2007,02:56:00,0.320,0.092,242.050,1.400,0.000,0.000,0.0
15/2/2007,07:34:00,2.156,0.000,236.600,9.000,0.000,0.000,17.0
6/2/2007,10:49:00,0.880,0.164,239.290,3.800,0.000,0.000,0.0
12/3/2007,20:05:00,1.258,0.000,242.450,5.200,0.000,0.000,0.0
26/2/2007,17:08:00,0.220,0.000,243.520,0.800,0.000,0.000,0.0
16/3/2007,18:21:00,2.962,0.000,234.390,12.600,0.000,0.000,17.0
5/2/2007,09:12:00,1.302,0.000,237.870,5.400,0.000,0.000,17.0
8/2/2007,03:57:00,0.466,0.354,241.740,2.400,0.000,2.000,0.0
1/2/2007,04:49:00,0.320,0.120,241.370,1.400,0.000,0.000,0.0
15/2/2007,00:31:00,0.324,0.098,242.910,1.400,0.000,0.000,0.0
1/2/2007,05:42:00,1.276,0.000,238.610,5.200,0.000,0.000,18.0
24/12/2006,04:04:00,1.324,0.122,245.160,7.000,0.000,0.000,0.0
21/1/2007,10:55:00,3.292,0.000,235.890,13.800,0.000,0.000,17.0
13/1/2007,21:25:00,3.748,0.310,235.600,15.800,0.000,0.000,17.0
23/1/2007,07:10:00,1.138,0.210,240.300,4.800,0.000,0.000,0.0
8/1/2007,09:54:00,1.316,0.092,238.210,5.400,0.000,0.000,17.0
29/12/2006,03:09:00,2.494,0.158,246.430,10.000,0.000,0.000,0.0
14/3/2007,11:36:00,1.466,0.196,239.710,6.000,0.000,0.000,18.0
27/12/2006,18:38:00,1.616,0.144,238.760,6.800,0.000,0.000,0.0
23/2/2007,16:36:00,1.548,0.330,241.540,6.400,0.000,1.000,18.0
26/2/2007,23:04:00,1.304,0.000,242.440,5.400,0.000,0.000,18.0
2/2/2007,08:10:00,1.826,0.098,239.280,7.600,0.000,0.000,17.0
10/3/2007,09:16:00,3.718,0.058,239.280,15.400,38.000,0.000,17.0
5/1/2007,09:51:00,2.338,0.132,237.480,9.800,0.000,0.000,0.0
9/3/2007,14:39:00,0.352,0.124,241.490,1.600,0.000,0.000,0.0
10/1/2007,14:50:00,2.098,0.248,241.340,9.000,0.000,23.000,0.0
22/12/2006,21:24:00,3.434,0.088,235.330,14.600,1.000,0.000,17.0
23/1/2007,11:58:00,0.370,0.228,244.110,1.800,0.000,1.000,0.0
17/1/2007,18:21:00,1.996,0.108,239.010,8.200,0.000,0.000,0.0
20/1/2007,02:06:00,0.232,0.000,245.970,1.000,0.000,0.000,0.0
7/2/2007,23:11:00,0.476,0.248,243.580,2.200,2.000,0.000,0.0
18/1/2007,15:04:00,0.354,0.176,243.650,1.600,0.000,0.000,0.0
22/1/2007,01:01:00,0.288,0.104,243.830,1.200,0.000,0.000,0.0
22/12/2006,11:10:00,1.218,0.000,236.120,5.000,0.000,0.000,18.0
29/1/2007,13:23:00,1.820,0.418,238.240,7.800,0.000,1.000,17.0
9/3/2007,10:31:00,1.876,0.092,238.180,8.000,0.000,0.000,17.0
14/1/2007,10:30:00,0.656,0.000,238.960,2.800,0.000,0.000,0.0
5/1/2007,00:02:00,1.164,0.176,242.790,4.800,0.000,0.000,0.0
15/2/2007,04:20:00,0.260,0.000,242.690,1.200,0.000,0.000,0.0
22/2/2007,16:29:00,0.602,0.000,243.690,2.400,0.000,0.000,0.0
9/3/2007,04:47:00,0.340,0.102,242.490,1.400,0.000,0.000,0.0
5/3/2007,04:08:00,0.268,0.000,242.640,1.200,0.000,0.000,0.0
6/3/2007,19:03:00,1.382,0.084,235.830,5.800,0.000,1.000,0.0
21/12/2006,00:28:00,1.552,0.378,241.360,6.600,0.000,0.000,18.0
15/2/2007,01:37:00,0.252,0.000,241.810,1.000,0.000,0.000,0.0
3/3/2007,07:52:00,0.324,0.132,243.610,1.400,0.000,0.000,0.0
16/2/2007,09:56:00,0.450,0.252,240.110,2.200,0.000,1.000,0.0
16/1/2007,17:18:00,1.994,0.128,239.660,8.200,0.000,0.000,17.0
20/1/2007,10:35:00,3.836,0.564,234.350,16.400,37.000,1.000,0.0
21/2/2007,20:31:00,2.096,0.376,239.100,8.800,1.000,6.000,0.0
3/1/2007,11:07:00,0.510,0.184,243.560,2.400,0.000,1.000,0.0
1/1/2007,03:22:00,2.540,0.118,244.160,10.400,0.000,0.000,0.0
10/1/2007,15:54:00,0.620,0.132,243.800,2.600,0.000,1.000,0.0
12/3/2007,13:52:00,0.964,0.214,237.570,4.400,0.000,0.000,0.0
20/1/2007,23:53:00,0.524,0.000,241.370,2.200,0.000,0.000,0.0
17/12/2006,00:17:00,0.790,0.178,239.470,4.600,0.000,1.000,0.0
18/1/2007,01:36:00,1.352,0.090,241.200,5.600,0.000,0.000,18.0
7/2/2007,12:56:00,2.230,0.364,241.010,9.800,0.000,0.000,17.0
5/3/2007,16:21:00,2.848,0.336,238.780,12.000,39.000,1.000,0.0
22/12/2006,06:52:00,0.386,0.234,244.250,1.800,0.000,0.000,0.0
15/1/2007,06:53:00,0.288,0.114,242.990,1.200,0.000,0.000,0.0
10/1/2007,09:59:00,1.382,0.128,238.970,5.800,0.000,0.000,17.0
5/2/2007,14:50:00,1.398,0.132,241.260,5.800,0.000,0.000,18.0
28/12/2006,09:40:00,0.322,0.184,243.280,1.600,0.000,0.000,0.0
18/12/2006,11:11:00,1.510,0.314,238.650,6.400,0.000,1.000,17.0
30/1/2007,18:42:00,3.402,0.568,238.270,14.400,0.000,0.000,17.0
17/12/2006,01:14:00,5.246,0.230,237.910,22.000,0.000,36.000,0.0
16/3/2007,10:07:00,3.560,0.046,235.500,15.000,37.000,2.000,17.0
20/12/2006,04:25:00,0.230,0.000,247.180,1.000,0.000,0.000,0.0
10/3/2007,11:03:00,3.918,0.276,236.280,16.600,1.000,36.000,17.0
25/2/2007,21:50:00,0.308,0.118,239.720,1.400,0.000,0.000,0.0
27/2/2007,07:15:00,0.310,0.122,240.940,1.400,0.000,0.000,0.0
24/12/2006,23:32:00,0.412,0.000,242.970,1.600,0.000,0.000,0.0
18/2/2007,21:54:00,1.266,0.132,239.830,5.200,0.000,1.000,0.0
3/1/2007,02:05:00,0.256,0.062,247.200,1.200,0.000,0.000,0.0
7/3/2007,17:47:00,0.252,0.000,242.780,1.000,0.000,0.000,0.0
21/2/2007,04:26:00,0.328,0.116,242.790,1.400,0.000,2.000,0.0
3/2/2007,07:17:00,2.694,0.108,239.200,11.200,0.000,0.000,0.0
17/1/2007,21:41:00,3.354,0.184,235.320,14.200,1.000,0.000,17.0
23/2/2007,22:42:00,0.312,0.084,242.640,1.400,0.000,0.000,0.0
11/2/2007,17:17:00,0.272,0.000,241.550,1.200,0.000,0.000,0.0
4/2/2007,19:21:00,3.510,0.394,232.740,15.200,0.000,5.000,16.0
17/12/2006,03:01:00,2.228,0.294,245.050,9.800,0.000,4.000,0.0
28/2/2007,22:09:00,0.316,0.124,240.930,1.400,0.000,0.000,0.0
11/2/2007,09:25:00,3.460,0.124,235.210,14.600,0.000,0.000,17.0
30/12/2006,06:50:00,1.442,0.176,246.290,5.800,0.000,0.000,19.0
6/1/2007,02:42:00,0.414,0.302,246.610,2.000,0.000,2.000,0.0
11/1/2007,11:46:00,1.278,0.000,239.970,5.200,0.000,0.000,18.0
20/1/2007,19:22:00,8.242,0.406,227.300,36.400,0.000,27.000,16.0
20/1/2007,13:34:00,6.264,0.280,235.100,26.600,0.000,72.000,17.0
30/1/2007,01:30:00,0.236,0.000,241.070,1.000,0.000,0.000,0.0
24/1/2007,14:23:00,1.522,0.156,245.410,6.200,2.000,1.000,19.0
15/2/2007,13:51:00,0.264,0.000,242.920,1.200,0.000,0.000,0.0
25/2/2007,15:22:00,0.220,0.000,243.030,0.800,0.000,0.000,0.0
19/2/2007,21:37:00,2.962,0.068,239.370,12.400,2.000,0.000,17.0
24/2/2007,12:48:00,0.212,0.000,239.080,0.800,0.000,0.000,0.0
26/2/2007,01:26:00,1.372,0.104,238.750,5.600,0.000,0.000,17.0
10/1/2007,18:54:00,3.266,0.268,235.540,13.800,0.000,0.000,17.0
20/1/2007,10:45:00,4.070,0.416,231.340,17.800,37.000,0.000,0.0
12/2/2007,19:15:00,1.580,0.046,233.480,6.600,0.000,0.000,0.0
1/1/2007,17:13:00,1.656,0.128,234.690,7.000,0.000,0.000,17.0
26/2/2007,00:04:00,0.402,0.264,244.200,2.000,0.000,2.000,0.0
27/1/2007,00:11:00,0.648,0.100,246.610,2.600,0.000,0.000,0.0
12/3/2007,09:29:00,1.744,0.138,236.280,7.400,1.000,0.000,17.0
28/12/2006,13:52:00,0.342,0.050,244.890,1.400,0.000,0.000,0.0
18/2/2007,02:00:00,2.320,0.078,238.230,9.600,0.000,0.000,0.0
25/12/2006,01:02:00,1.866,0.060,244.440,7.600,0.000,0.000,18.0
26/1/2007,06:22:00,0.226,0.000,247.100,1.000,0.000,0.000,0.0
20/1/2007,01:53:00,0.330,0.164,243.290,1.400,0.000,0.000,0.0
7/3/2007,15:18:00,1.300,0.000,241.920,5.200,0.000,0.000,18.0
6/3/2007,23:32:00,0.448,0.078,241.860,1.800,0.000,0.000,0.0
23/1/2007,22:57:00,2.438,0.000,244.410,9.800,0.000,0.000,0.0
15/3/2007,09:02:00,1.410,0.100,237.490,6.000,0.000,0.000,17.0
16/1/2007,15:28:00,0.926,0.274,245.160,4.000,0.000,1.000,0.0
14/2/2007,11:59:00,2.890,0.246,241.680,12.800,0.000,22.000,18.0
9/3/2007,17:42:00,0.318,0.098,241.080,1.400,0.000,1.000,0.0
8/2/2007,08:24:00,1.346,0.000,239.390,5.600,0.000,0.000,18.0
21/12/2006,07:21:00,0.656,0.098,242.480,2.600,0.000,0.000,0.0
29/12/2006,21:23:00,6.148,0.052,230.200,26.600,0.000,70.000,0.0
15/2/2007,16:09:00,0.450,0.258,240.500,2.200,0.000,1.000,0.0
27/2/2007,04:10:00,0.314,0.124,241.490,1.400,0.000,0.000,0.0
20/1/2007,23:06:00,1.008,0.128,241.650,4.200,0.000,0.000,0.0
26/12/2006,12:09:00,2.416,0.052,237.270,10.200,0.000,0.000,17.0
16/2/2007,23:41:00,1.752,0.000,241.540,7.200,0.000,0.000,18.0
7/2/2007,17:23:00,0.698,0.154,243.450,3.000,0.000,1.000,0.0
16/1/2007,06:44:00,0.238,0.000,243.340,1.000,0.000,0.000,0.0
2/1/2007,20:48:00,2.512,0.408,238.790,10.600,0.000,0.000,18.0
9/1/2007,10:19:00,1.330,0.098,238.690,5.600,0.000,0.000,18.0
28/1/2007,06:58:00,0.258,0.000,245.740,1.200,0.000,0.000,0.0
22/1/2007,09:06:00,2.488,0.182,240.120,10.400,0.000,0.000,17.0
16/12/2006,17:24:00,4.216,0.418,234.840,18.400,0.000,1.000,17.0
28/2/2007,07:43:00,1.358,0.096,240.120,5.600,0.000,1.000,17.0
3/3/2007,02:03:00,1.304,0.000,242.770,5.200,0.000,0.000,18.0
23/1/2007,08:32:00,1.378,0.000,243.560,5.600,0.000,0.000,18.0
7/2/2007,09:31:00,3.578,0.100,235.560,15.200,37.000,0.000,17.0
26/2/2007,22:59:00,1.292,0.000,241.340,5.200,0.000,0.000,18.0
18/1/2007,01:13:00,1.298,0.000,242.450,5.200,0.000,0.000,18.0
22/2/2007,19:34:00,6.160,0.080,232.710,26.400,0.000,36.000,16.0
27/1/2007,08:42:00,3.600,0.332,237.290,15.200,0.000,1.000,0.0
13/1/2007,18:54:00,1.798,0.294,238.270,7.600,0.000,0.000,0.0
12/2/2007,19:53:00,2.078,0.312,237.560,8.800,0.000,1.000,0.0
14/3/2007,06:59:00,1.588,0.100,242.870,6.600,0.000,1.000,18.0
19/2/2007,10:35:00,1.488,0.172,235.630,6.400,0.000,1.000,17.0
8/3/2007,03:28:00,0.344,0.082,242.200,1.400,0.000,1.000,0.0
27/12/2006,09:04:00,2.392,0.000,240.500,10.000,0.000,0.000,18.0
13/1/2007,04:28:00,0.236,0.000,243.560,1.000,0.000,0.000,0.0
7/3/2007,03:55:00,0.212,0.000,242.680,0.800,0.000,0.000,0.0
16/2/2007,17:23:00,0.430,0.264,241.870,2.000,0.000,1.000,0.0
8/1/2007,02:52:00,1.378,0.110,243.070,5.600,0.000,0.000,18.0
23/12/2006,22:43:00,4.238,0.432,239.390,17.800,39.000,2.000,0.0
10/3/2007,18:00:00,1.486,0.000,241.120,7.000,0.000,19.000,0.0
10/3/2007,09:15:00,3.698,0.056,238.450,15.400,38.000,0.000,18.0
10/3/2007,03:22:00,1.294,0.000,240.920,5.200,0.000,0.000,18.0
25/1/2007,16:10:00,1.656,0.000,247.180,6.600,0.000,0.000,18.0
26/1/2007,23:32:00,0.888,0.392,244.160,4.000,1.000,2.000,0.0
28/12/2006,08:47:00,1.418,0.070,242.990,5.800,2.000,0.000,18.0
9/3/2007,01:41:00,0.408,0.224,242.100,1.800,0.000,1.000,0.0
11/3/2007,19:26:00,5.786,0.260,235.510,24.600,38.000,3.000,17.0
10/2/2007,04:03:00,0.368,0.126,243.530,1.600,0.000,0.000,0.0
28/12/2006,16:18:00,1.574,0.254,244.350,6.400,0.000,1.000,18.0
8/2/2007,22:12:00,1.482,0.120,241.660,6.200,2.000,0.000,0.0
23/2/2007,09:31:00,1.644,0.274,238.300,7.000,0.000,1.000,18.0
28/2/2007,08:32:00,0.216,0.000,241.280,0.800,0.000,0.000,0.0
9/1/2007,02:44:00,0.384,0.238,245.430,1.800,0.000,0.000,0.0
24/2/2007,19:18:00,0.206,0.000,233.960,0.800,0.000,0.000,0.0
20/12/2006,14:25:00,1.318,0.000,243.850,5.400,0.000,0.000,18.0
1/1/2007,19:19:00,0.360,0.000,237.640,1.400,0.000,0.000,0.0
30/1/2007,03:41:00,0.432,0.300,246.370,2.000,0.000,2.000,0.0
10/3/2007,02:54:00,0.418,0.240,242.490,2.000,0.000,1.000,0.0
18/2/2007,15:58:00,1.444,0.104,240.600,6.000,0.000,0.000,18.0
30/12/2006,22:05:00,0.474,0.144,240.330,2.000,0.000,1.000,0.0
29/1/2007,21:59:00,3.456,0.000,235.650,14.600,37.000,0.000,0.0
18/1/2007,08:59:00,1.430,0.230,238.920,6.000,0.000,0.000,18.0
2/3/2007,21:57:00,0.314,0.118,239.870,1.400,0.000,0.000,0.0
13/3/2007,22:29:00,2.156,0.182,238.470,9.000,0.000,1.000,0.0
27/1/2007,12:12:00,1.282,0.000,238.040,5.400,0.000,0.000,17.0
14/3/2007,19:29:00,2.946,0.216,234.090,12.600,0.000,0.000,0.0
30/12/2006,04:17:00,0.340,0.188,245.380,1.600,0.000,0.000,0.0
23/2/2007,10:41:00,1.748,0.186,239.620,7.200,0.000,0.000,18.0
15/2/2007,16:51:00,0.574,0.206,240.950,2.800,0.000,1.000,0.0
15/1/2007,06:34:00,0.296,0.138,244.500,1.400,0.000,1.000,0.0
18/1/2007,15:52:00,1.418,0.148,242.400,5.800,0.000,1.000,18.0
19/2/2007,15:19:00,0.292,0.112,245.060,1.200,0.000,0.000,0.0
12/2/2007,09:17:00,1.444,0.096,239.660,6.000,2.000,1.000,18.0
10/3/2007,02:07:00,0.224,0.000,241.940,1.000,0.000,0.000,0.0
21/12/2006,13:11:00,2.438,0.000,240.150,10.000,0.000,37.000,0.0
5/3/2007,00:52:00,0.470,0.324,241.690,2.400,0.000,2.000,0.0
22/2/2007,06:24:00,3.566,0.054,241.170,14.800,0.000,0.000,18.0
2/3/2007,14:24:00,1.314,0.000,240.090,5.400,0.000,0.000,18.0
12/1/2007,06:44:00,1.946,0.234,243.240,8.000,0.000,0.000,18.0
30/1/2007,09:53:00,0.426,0.284,243.820,2.000,0.000,1.000,0.0
26/12/2006,10:49:00,2.552,0.000,239.210,10.600,0.000,0.000,18.0
7/2/2007,10:11:00,1.438,0.214,237.730,6.000,0.000,0.000,17.0
24/2/2007,22:12:00,0.208,0.000,235.510,0.800,0.000,0.000,0.0
24/1/2007,09:00:00,3.498,0.000,237.910,15.000,1.000,2.000,18.0
7/2/2007,01:20:00,0.290,0.096,242.020,1.200,0.000,0.000,0.0
4/3/2007,17:10:00,2.882,0.314,237.470,12.200,0.000,19.000,17.0
4/1/2007,09:11:00,3.758,0.206,237.100,15.800,0.000,1.000,18.0
12/3/2007,01:44:00,0.398,0.218,244.770,1.800,0.000,0.000,0.0
21/1/2007,14:23:00,1.672,0.290,243.190,7.000,0.000,0.000,18.0
5/1/2007,11:39:00,0.372,0.138,241.380,1.800,0.000,0.000,0.0
31/1/2007,23:29:00,0.308,0.098,243.620,1.400,0.000,0.000,0.0
4/2/2007,14:07:00,1.396,0.094,240.610,5.800,0.000,0.000,18.0
16/3/2007,17:20:00,0.224,0.000,239.870,1.000,0.000,0.000,0.0
24/2/2007,02:32:00,0.220,0.000,241.800,0.800,0.000,0.000,0.0
13/1/2007,03:00:00,0.212,0.000,241.590,1.000,0.000,0.000,0.0
9/2/2007,10:00:00,1.372,0.114,238.360,5.800,0.000,0.000,18.0
11/2/2007,00:21:00,2.746,0.220,239.830,11.400,0.000,1.000,0.0
19/2/2007,09:21:00,1.412,0.108,238.570,5.800,0.000,0.000,17.0
20/12/2006,05:43:00,0.204,0.000,244.440,0.800,0.000,0.000,0.0
25/2/2007,10:49:00,0.218,0.000,241.980,0.800,0.000,0.000,0.0
17/1/2007,21:00:00,2.854,0.172,237.730,12.000,0.000,0.000,17.0
5/3/2007,17:36:00,2.682,0.248,238.450,11.200,0.000,38.000,0.0
1/2/2007,22:50:00,1.558,0.348,243.030,6.400,0.000,1.000,18.0
24/1/2007,07:28:00,2.758,0.116,236.990,11.600,0.000,0.000,17.0
12/3/2007,02:53:00,0.414,0.244,246.260,1.800,0.000,1.000,0.0
1/2/2007,01:30:00,0.336,0.156,241.880,1.600,0.000,2.000,0.0
13/2/2007,16:09:00,0.258,0.000,243.680,1.000,0.000,0.000,0.0
4/3/2007,03:14:00,0.216,0.000,240.140,0.800,0.000,0.000,0.0
27/1/2007,16:27:00,1.504,0.100,245.880,6.000,0.000,1.000,18.0
2/3/2007,19:12:00,0.212,0.000,238.440,0.800,0.000,0.000,0.0
10/2/2007,14:41:00,3.736,0.170,238.050,15.600,38.000,0.000,18.0
24/1/2007,11:08:00,1.286,0.000,239.970,5.200,0.000,0.000,17.0
4/3/2007,00:17:00,0.218,0.000,241.420,0.800,0.000,0.000,0.0
11/1/2007,00:18:00,0.222,0.046,246.710,1.000,0.000,0.000,0.0
18/1/2007,19:59:00,2.386,0.110,238.920,10.000,0.000,0.000,17.0
22/1/2007,16:35:00,1.432,0.162,245.380,5.800,0.000,0.000,18.0
26/12/2006,14:07:00,4.248,0.000,242.160,17.600,0.000,37.000,18.0
15/3/2007,06:14:00,0.490,0.230,242.010,2.200,0.000,0.000,0.0
25/2/2007,20:54:00,0.328,0.126,241.760,1.400,0.000,0.000,0.0
5/3/2007,18:39:00,2.852,0.308,236.370,12.000,1.000,0.000,18.0
4/2/2007,15:46:00,4.144,0.512,241.020,17.200,39.000,2.000,18.0
7/2/2007,15:48:00,5.152,0.052,242.280,21.200,39.000,38.000,0.0
29/12/2006,21:08:00,1.664,0.188,235.340,7.200,0.000,0.000,0.0
18/1/2007,14:28:00,0.434,0.166,242.080,2.000,0.000,0.000,0.0
31/1/2007,14:33:00,1.716,0.132,241.960,7.000,0.000,0.000,18.0
27/2/2007,05:44:00,0.280,0.080,240.530,1.200,0.000,0.000,0.0
9/2/2007,21:26:00,1.400,0.096,240.180,5.800,0.000,0.000,0.0
6/2/2007,06:46:00,1.230,0.000,239.970,5.000,0.000,0.000,0.0
17/12/2006,19:56:00,2.826,0.160,230.370,12.200,0.000,0.000,16.0
16/3/2007,06:05:00,0.688,0.048,238.470,2.800,0.000,0.000,0.0
26/12/2006,23:35:00,0.828,0.164,245.780,3.600,0.000,0.000,0.0
26/12/2006,02:48:00,2.386,0.000,245.080,9.600,0.000,0.000,0.0
27/1/2007,17:02:00,1.382,0.000,242.290,5.600,0.000,1.000,18.0
7/2/2007,20:46:00,1.678,0.000,238.960,7.000,0.000,0.000,0.0
24/1/2007,13:48:00,1.782,0.080,242.940,7.800,1.000,0.000,18.0
15/3/2007,15:15:00,2.334,0.142,240.710,10.000,0.000,31.000,0.0
10/2/2007,18:03:00,3.910,0.390,235.060,16.800,0.000,0.000,17.0
6/1/2007,02:52:00,0.332,0.198,247.470,1.600,0.000,2.000,0.0
25/12/2006,09:58:00,1.688,0.378,240.970,7.000,0.000,0.000,0.0
15/3/2007,23:23:00,0.866,0.198,242.570,3.600,0.000,0.000,0.0
26/12/2006,20:00:00,4.744,0.624,237.900,20.200,0.000,2.000,17.0
15/3/2007,10:30:00,3.440,0.062,235.390,14.800,0.000,36.000,17.0
28/1/2007,11:35:00,2.140,0.074,237.970,9.000,0.000,0.000,17.0
12/2/2007,11:53:00,1.372,0.082,238.760,5.600,0.000,1.000,17.0
27/1/2007,13:32:00,1.746,0.374,242.800,7.200,0.000,0.000,18.0
14/1/2007,09:16:00,0.660,0.092,240.250,2.800,0.000,0.000,0.0
29/12/2006,19:34:00,1.482,0.000,235.620,6.200,0.000,0.000,0.0
22/12/2006,17:51:00,0.916,0.088,240.360,3.800,0.000,0.000,0.0
27/2/2007,09:27:00,1.470,0.208,241.140,6.200,0.000,0.000,18.0
8/2/2007,01:15:00,0.330,0.142,245.420,1.400,0.000,0.000,0.0
6/2/2007,07:22:00,0.540,0.000,239.890,2.200,0.000,0.000,0.0
14/2/2007,02:01:00,0.344,0.138,243.720,1.600,0.000,0.000,0.0
14/2/2007,07:43:00,3.098,0.000,237.460,13.000,0.000,0.000,17.0
20/2/2007,00:01:00,2.516,0.210,241.850,10.400,0.000,1.000,0.0
16/1/2007,04:23:00,0.340,0.132,241.410,1.600,0.000,0.000,0.0
12/2/2007,14:42:00,1.406,0.078,243.360,5.800,0.000,1.000,18.0
19/12/2006,22:28:00,0.714,0.126,243.860,3.000,0.000,2.000,0.0
6/1/2007,18:40:00,0.802,0.000,236.200,3.400,0.000,0.000,0.0
10/3/2007,09:17:00,3.688,0.056,238.450,15.400,38.000,0.000,18.0
22/12/2006,06:28:00,0.214,0.000,247.390,0.800,0.000,0.000,0.0
23/1/2007,06:40:00,0.402,0.000,242.870,2.000,0.000,0.000,0.0
5/1/2007,11:22:00,0.222,0.000,240.670,1.000,0.000,0.000,0.0
11/3/2007,16:41:00,2.886,0.084,241.310,12.000,39.000,0.000,0.0
26/1/2007,22:41:00,2.642,0.148,242.580,11.800,12.000,0.000,19.0
26/1/2007,12:06:00,1.496,0.000,240.420,6.200,0.000,0.000,18.0
28/2/2007,09:10:00,0.310,0.120,240.270,1.400,0.000,0.000,0.0
27/2/2007,23:49:00,0.334,0.146,246.310,1.400,0.000,0.000,0.0
27/1/2007,07:54:00,1.366,0.086,242.790,5.600,0.000,0.000,0.0
8/1/2007,07:07:00,0.740,0.282,242.500,3.200,0.000,1.000,0.0
11/1/2007,15:52:00,1.418,0.174,243.060,5.800,0.000,0.000,18.0
30/1/2007,17:21:00,2.834,0.696,238.900,12.200,0.000,0.000,18.0
5/3/2007,00:31:00,0.220,0.000,240.610,1.000,0.000,0.000,0.0
16/1/2007,08:22:00,2.638,0.110,241.420,10.800,39.000,1.000,0.0
20/1/2007,01:12:00,1.502,0.140,243.380,7.400,0.000,2.000,0.0
20/2/2007,06:55:00,5.106,0.110,238.420,21.600,0.000,1.000,18.0
24/1/2007,05:07:00,0.758,0.102,244.790,4.800,0.000,0.000,0.0
14/2/2007,12:03:00,2.300,0.346,240.690,10.400,0.000,8.000,18.0
16/2/2007,00:53:00,1.548,0.000,243.070,6.400,0.000,0.000,18.0
15/3/2007,10:31:00,1.468,0.078,237.200,6.200,0.000,1.000,17.0
29/1/2007,21:26:00,1.308,0.106,238.650,5.400,1.000,0.000,0.0
26/2/2007,02:32:00,0.300,0.112,241.340,1.200,0.000,2.000,0.0
8/2/2007,13:57:00,0.252,0.000,244.910,1.200,0.000,0.000,0.0
19/1/2007,15:46:00,0.272,0.000,246.350,1.200,0.000,0.000,0.0
12/1/2007,18:28:00,2.608,0.000,236.550,11.000,0.000,0.000,17.0
17/1/2007,09:46:00,4.288,0.250,237.130,18.000,38.000,0.000,17.0
15/3/2007,15:01:00,2.630,0.000,242.270,10.800,0.000,37.000,0.0
11/2/2007,16:34:00,0.436,0.204,243.110,2.000,0.000,1.000,0.0
11/3/2007,09:12:00,2.558,0.082,237.360,10.800,0.000,0.000,0.0
14/2/2007,04:18:00,0.238,0.000,241.930,1.000,0.000,0.000,0.0
3/3/2007,17:44:00,0.312,0.122,240.740,1.400,0.000,0.000,0.0
19/2/2007,23:21:00,3.582,0.112,242.240,14.800,0.000,0.000,0.0
22/1/2007,20:55:00,4.490,0.126,237.450,19.000,0.000,27.000,18.0
28/2/2007,21:23:00,0.318,0.128,242.200,1.400,0.000,0.000,0.0
11/3/2007,06:46:00,2.322,0.056,239.820,9.600,0.000,0.000,0.0
13/1/2007,17:37:00,2.874,0.290,237.510,12.200,0.000,1.000,17.0
1/1/2007,18:04:00,1.426,0.000,239.940,5.800,0.000,0.000,18.0
7/3/2007,01:05:00,0.306,0.098,242.820,1.200,0.000,0.000,0.0
21/12/2006,21:32:00,0.410,0.206,239.080,1.800,0.000,0.000,0.0
2/1/2007,15:28:00,1.528,0.134,241.860,6.200,0.000,1.000,18.0
31/12/2006,14:52:00,2.574,0.244,240.960,10.600,0.000,2.000,0.0
29/1/2007,11:29:00,1.568,0.242,239.230,6.600,0.000,1.000,18.0
7/2/2007,05:52:00,0.310,0.140,247.160,1.400,0.000,1.000,0.0
26/1/2007,18:59:00,0.908,0.054,238.730,3.800,0.000,0.000,0.0
30/1/2007,05:07:00,0.342,0.162,245.030,1.600,0.000,0.000,0.0
19/2/2007,17:50:00,0.724,0.230,240.890,3.000,0.000,1.000,0.0
5/1/2007,06:00:00,2.452,0.164,243.570,10.000,0.000,0.000,0.0
9/2/2007,22:55:00,3.752,0.064,241.800,15.800,0.000,29.000,18.0
17/2/2007,00:23:00,1.382,0.114,241.910,5.600,0.000,2.000,18.0
23/2/2007,14:43:00,1.310,0.000,241.010,5.400,0.000,0.000,17.0
31/12/2006,18:29:00,2.326,0.000,233.620,9.800,0.000,0.000,0.0
21/2/2007,11:08:00,1.320,0.000,238.850,5.400,0.000,0.000,17.0
24/12/2006,06:31:00,1.462,0.116,245.110,7.400,0.000,0.000,0.0
11/1/2007,20:55:00,3.164,0.096,233.280,13.600,0.000,1.000,17.0
2/3/2007,16:52:00,0.214,0.000,239.010,0.800,0.000,0.000,0.0
5/1/2007,17:42:00,2.422,0.236,236.830,10.200,0.000,0.000,18.0
